locationId,location,date,unit,country,city,isMobile,isAnalysis,entity,sensorType,latitude,longitude,no,no2,nox,o3,so2,pm25,pm10,co
223434,Cuajimalpa,2024-10-27 22:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.006,0.008,0.037,0.003,,,
223434,Cuajimalpa,2024-10-27 21:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.007,0.009,0.034,0.002,,,
223434,Cuajimalpa,2024-10-27 19:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.003,0.008,0.01,0.031,0.001,,,
223434,Cuajimalpa,2024-10-27 18:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.003,0.006,0.01,0.028,0.004,,,
223434,Cuajimalpa,2024-10-27 17:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.003,0.007,0.011,0.023,0.003,,,
223434,Cuajimalpa,2024-10-27 16:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.003,0.007,0.01,0.021,0.005,,,
223434,Cuajimalpa,2024-10-27 15:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.009,0.012,0.017,0.013,,,
223434,Cuajimalpa,2024-10-27 14:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.008,0.009,0.018,0.012,,,
223434,Cuajimalpa,2024-10-27 12:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0,0.005,0.005,0.023,0.001,,,
223434,Cuajimalpa,2024-10-27 11:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0,0.004,0.004,0.025,0.001,,,
223434,Cuajimalpa,2024-10-27 10:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0,0.004,0.004,0.025,0.001,,,
223434,Cuajimalpa,2024-10-27 09:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0,0.004,0.004,0.026,0.001,,,
223434,Cuajimalpa,2024-10-27 08:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.006,0.007,0.023,0.001,,,
223434,Cuajimalpa,2024-10-27 07:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.007,0.008,0.023,0.001,,,
223434,Cuajimalpa,2024-10-27 06:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.007,0.008,0.023,0.001,,,
223434,Cuajimalpa,2024-10-27 05:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.007,0.008,0.022,0.001,,,
223434,Cuajimalpa,2024-10-27 04:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.011,0.013,0.018,0.003,,,
223434,Cuajimalpa,2024-10-27 03:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.01,0.011,0.022,0.008,,,
223434,Cuajimalpa,2024-10-27 01:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.02,0.021,0.046,0.002,,,
223434,Cuajimalpa,2024-10-27 00:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.017,0.018,0.072,0.001,,,
223434,Cuajimalpa,2024-10-26 23:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.017,0.018,0.072,0.001,,,
223434,Cuajimalpa,2024-10-26 22:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.003,0.017,0.02,0.066,0.002,,,
223434,Cuajimalpa,2024-10-26 21:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.003,0.015,0.019,0.059,0.002,,,
223434,Cuajimalpa,2024-10-26 20:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.005,0.015,0.02,0.046,0.002,,,
223434,Cuajimalpa,2024-10-26 19:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.005,0.015,0.02,0.038,0.003,,,
223434,Cuajimalpa,2024-10-26 18:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.005,0.015,0.02,0.038,0.003,,,
223434,Cuajimalpa,2024-10-26 17:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.007,0.012,0.019,0.022,0.003,,,
223434,Cuajimalpa,2024-10-26 16:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.005,0.014,0.018,0.019,0.003,,,
223434,Cuajimalpa,2024-10-26 14:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.017,0.019,0.015,0.003,,,
223434,Cuajimalpa,2024-10-26 13:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.011,0.011,0.02,0.005,,,
223434,Cuajimalpa,2024-10-26 12:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.011,0.011,0.02,0.005,,,
223434,Cuajimalpa,2024-10-26 10:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0,0.009,0.009,0.021,0.011,,,
223434,Cuajimalpa,2024-10-26 09:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.01,0.011,0.02,0.012,,,
223434,Cuajimalpa,2024-10-26 08:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.007,0.008,0.024,0.009,,,
223434,Cuajimalpa,2024-10-26 07:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.007,0.008,0.024,0.005,,,
223434,Cuajimalpa,2024-10-26 06:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.001,0.01,0.011,0.022,0.006,,,
223434,Cuajimalpa,2024-10-26 05:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.01,0.012,0.023,0.01,,,
223434,Cuajimalpa,2024-10-26 04:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.01,0.012,0.023,0.01,,,
223434,Cuajimalpa,2024-10-26 00:00:00+00:00,ppm,MX,CUA,FALSE,,Governmental Organization,reference grade,19.36555556,-99.29194444,0.002,0.021,0.022,0.058,0.021,,,
